8297_275154_000016_000001	My mind's in such a state I can't remember it; write it down."	My mind's in such a state I can't remember it; write it down."
8297_275154_000018_000000	"You won't write it?	"You won't write it?
8297_275154_000018_000001	and you won't give it?"	and you won't give it?"
8297_275154_000019_000000	"I will do neither the one nor the other.	"I will do neither the one nor the other.
8297_275154_000019_000001	Go back to your chair; fierce looks and clinched fists don't frighten me.	Go back to your chair; fierce looks and clinched fists don't frighten me.
8297_275154_000019_000002	Miss Westerfield is quite right in separating herself from you.	Miss Westerfield is quite right in separating herself from you.
8297_275154_000019_000003	And you are quite wrong in wishing to go back to her.	And you are quite wrong in wishing to go back to her.
8297_275154_000019_000005	Try to understand them.	Try to understand them.
8297_275154_000019_000006	And, once again, sit down."	And, once again, sit down."
8297_275154_000020_000000	He spoke sternly--with his heart aching for his brother all the time. He was right.	He spoke sternly-with his heart aching for his brother all the time. He was right.
8297_275154_000020_000001	The one way is the positive way, when a man who suffers trouble is degraded by it.	The one way is the positive way, when a man who suffers trouble is degraded by it.
8297_275154_000021_000000	The poor wretch sank under Randal's firm voice and steady eye.	The poor wretch sank under Randal's firm voice and steady eye.
8297_275154_000022_000000	"Don't be hard on me," he said.	"Don't be hard on me," he said.
8297_275154_000022_000001	"I think a man in my situation is to be pitied--especially by his brother.	"I think a man in my situation is to be pitied-especially by his brother.
8297_275154_000022_000002	I'm not like you; I'm not accustomed to live alone.	I'm not like you; I'm not accustomed to live alone.
8297_275154_000022_000004	You don't know what it is to be used to seeing a pretty creature, always nicely dressed, always about the room--thinking so much of you, and so little of herself--and then to be left alone as I am left, out in the dark.	You don't know what it is to be used to seeing a pretty creature, always nicely dressed, always about the room-thinking so much of you, and so little of herself-and then to be left alone as I am left, out in the dark.
8297_275154_000022_000005	I haven't got my wife; she has thrown me over, and taken my child away from me.	I haven't got my wife; she has thrown me over, and taken my child away from me.
8297_275154_000022_000006	And, now, Sydney's taken away from me next.	And, now, Sydney's taken away from me next.
8297_275154_000022_000007	I'm alone.	I'm alone.
8297_275154_000022_000008	Do you hear that?	Do you hear that?
8297_275154_000022_000009	Alone!	Alone!
8297_275154_000022_000011	Give me back Sydney, or knock out my brains.	Give me back Sydney, or knock out my brains.
8297_275154_000022_000012	I haven't courage enough to do it for myself.	I haven't courage enough to do it for myself.
8297_275154_000022_000013	Oh, why did I engage that governess!	Oh, why did I engage that governess!
8297_275154_000022_000014	I was so happy, Randal, with Catherine and little Kitty."	I was so happy, Randal, with Catherine and little Kitty."
8297_275154_000023_000000	He laid his head wearily on the back of his chair.	He laid his head wearily on the back of his chair.
8297_275154_000024_000002	I tried it yesterday; it set my brains on fire; I'm feeling that glass I took just now.	I tried it yesterday; it set my brains on fire; I'm feeling that glass I took just now.
8297_275154_000024_000003	No! I'm not faint.	No! I'm not faint.
8297_275154_000024_000004	It eases my head when I rest like this.	It eases my head when I rest like this.
8297_275154_000024_000005	Shake hands, Randal; we have never had any unfriendly words; we mustn't begin now.	Shake hands, Randal; we have never had any unfriendly words; we mustn't begin now.
8297_275154_000024_000006	There's something perverse about me.	There's something perverse about me.
8297_275154_000024_000007	I didn't know how fond I was of Sydney till I lost her; I didn't know how fond I was of my wife till I left her." He paused, and put his hand to his fevered head.	I didn't know how fond I was of Sydney till I lost her; I didn't know how fond I was of my wife till I left her." He paused, and put his hand to his fevered head.
8297_275154_000024_000008	Was his mind wandering into some other train of thought?	Was his mind wandering into some other train of thought?
8297_275154_000024_000009	He astonished his brother by a new entreaty--the last imaginable entreaty that Randal expected to hear.	He astonished his brother by a new entreaty-the last imaginable entreaty that Randal expected to hear.
8297_275154_000024_000010	"Dear old fellow, I want you to do me a favor.	"Dear old fellow, I want you to do me a favor.
8297_275154_000024_000011	Tell me where my wife is living now?"	Tell me where my wife is living now?"
8297_275154_000026_000001	I have something to say to her."	I have something to say to her."
8297_275154_000027_000000	"You can't do it."	"You can't do it."
8297_275154_000028_000001	Will you give her a message?"	Will you give her a message?"
8297_275154_000029_000000	"Let me hear what it is first."	"Let me hear what it is first."
8297_275154_000030_000000	Herbert lifted his head, and laid his hand earnestly on his brother's arm.	Herbert lifted his head, and laid his hand earnestly on his brother's arm.
8297_275154_000030_000001	When he said his next words he was almost like his old self again.	When he said his next words he was almost like his old self again.
8297_275154_000032_000000	His tone touched Randal to the quick.	His tone touched Randal to the quick.
8297_275154_000032_000001	"I feel for you, Herbert," he said, warmly.	"I feel for you, Herbert," he said, warmly.
8297_275154_000032_000002	"She shall have your message; all that I can do to persuade her shall be done."	"She shall have your message; all that I can do to persuade her shall be done."
8297_275154_000033_000000	"As soon as possible?"	"As soon as possible?"
8297_275154_000034_000000	"Yes--as soon as possible."	"Yes-as soon as possible."
8297_275154_000035_000000	"And you won't forget?	"And you won't forget?
8297_275154_000035_000001	No, no; of course you won't forget." He tried to rise, and fell back again into his chair.	No, no; of course you won't forget." He tried to rise, and fell back again into his chair.
8297_275154_000035_000002	"Let me rest a little," he pleaded, "if I'm not in the way.	"Let me rest a little," he pleaded, "if I'm not in the way.
8297_275154_000035_000003	I'm not fit company for you, I know; I'll go when you tell me."	I'm not fit company for you, I know; I'll go when you tell me."
8297_275154_000036_000000	Randal refused to let him go at all.	Randal refused to let him go at all.
8297_275154_000036_000001	"You will stay here with me; and if I happen to be away, there will be somebody in the house, who is almost as fond of you as I am." He mentioned the name of one of the old servants at Mount Morven, who had attached himself to Randal after the breakup of the family.	"You will stay here with me; and if I happen to be away, there will be somebody in the house, who is almost as fond of you as I am." He mentioned the name of one of the old servants at Mount Morven, who had attached himself to Randal after the breakup of the family.
8297_275154_000036_000002	"And now rest," he said, "and let me put this cushion under your head."	"And now rest," he said, "and let me put this cushion under your head."
8297_275154_000037_000000	Herbert answered: "It's like being at home again"--and composed himself to rest.	Herbert answered: "It's like being at home again"--and composed himself to rest.
